[0, 0, 1, 1, 0]
0 0 0 0 0 
0 1 0 1 0 
-1 2 0 1 0 
-1 2 1 0 0 
-1 1 2 0 0 
-1 2 5 1 0 
-1 1 9 0 1 
-1 0 14 1 1 
-1 -1 19 1 1 
-1 -1 25 1 1 
-1 -1 30 1 0 
-1 -1 35 1 0 
-1 0 40 1 0 
-1 0 44 1 0 
-1 0 46 1 0 
-1 0 48 2 0 
-1 1 48 7 1 
-1 0 48 12 1 
-1 1 48 19 1 
-1 2 48 27 2 
-1 2 48 33 2 
-1 2 48 37 1 
0 2 48 39 1 
-1 2 48 40 1 
0 2 48 40 1 
0 1 48 41 1 
-1 2 48 41 1 
-1 2 49 41 1 
