[1, 0, 1, 1, 1]
0 0 0 0 0 
0 0 0 0 0 
1 -2 0 0 0 
7 -3 0 0 -1 
19 -2 -1 0 -8 
34 -2 -7 0 -22 
49 -2 -12 0 -39 
60 -3 -13 -1 -55 
65 -1 -13 -4 -66 
66 0 -12 -7 -70 
66 0 -12 -7 -70 
66 0 -12 -2 -70 
66 -1 -13 16 -70 
66 -3 -14 36 -69 
66 -3 -14 44 -69 
66 -1 -11 44 -69 
66 0 -5 45 -69 
66 -1 -1 45 -69 
