[0, 0, 1, 0, 0]
0 0 0 0 0 
0 0 0 0 0 
1 1 0 1 2 
0 -4 13 0 -1 
0 0 28 0 0 
0 0 35 0 0 
0 0 36 0 0 
2 -3 32 0 1 
0 0 14 0 -2 
0 -4 0 0 -2 
0 0 -3 0 -2 
0 0 -4 0 -1 
1 1 -2 0 1 
1 -3 -4 0 0 
0 0 0 0 -1 
0 -4 11 0 -2 
0 0 20 0 -2 
1 1 31 1 -1 
0 0 35 0 -2 
0 -4 35 0 -2 
0 -4 34 -1 -2 
0 0 18 0 -2 
1 1 7 0 0 
0 -4 -2 0 -2 
0 -4 -4 0 -2 
0 0 -3 0 -2 
0 -4 -4 0 -2 
2 -2 -2 2 0 
0 0 -3 0 -2 
