[0, 0, 1, 1, 1]
0 0 0 0 0 
0 -1 -1 0 0 
0 -2 -5 0 0 
0 -3 -11 -3 0 
1 -5 -16 -6 0 
1 -6 -22 -10 1 
2 -7 -26 -13 3 
3 -8 -28 -16 6 
5 -9 -28 -16 12 
6 -8 -28 -16 17 
6 -9 -28 -16 20 
6 -8 -28 -16 19 
4 -7 -28 -16 14 
3 -7 -28 -16 5 
1 -7 -28 -16 -6 
1 -6 -28 -16 -17 
0 -6 -29 -16 -26 
0 -6 -28 -16 -32 
1 -6 -28 -16 -35 
1 -5 -28 -16 -33 
1 -5 -28 -16 -28 
1 -4 -28 -16 -21 
1 -3 -28 -16 -15 
1 -3 -28 -16 -10 
1 -3 -28 -16 -7 
1 -1 -28 -16 -5 
1 0 -28 -16 -5 
1 0 -28 -16 -5 
