[0, 0, 0, 0, 1]
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 1 
0 -1 0 0 3 
0 -1 5 0 6 
0 -2 5 0 10 
1 -2 5 0 15 
1 -3 5 0 21 
1 -3 5 0 27 
1 -3 5 0 34 
1 -3 5 0 40 
1 -3 5 0 45 
1 -2 5 0 48 
1 -2 5 0 49 
1 -2 0 0 48 
1 -2 0 0 45 
1 -1 0 0 41 
1 -1 0 0 34 
1 -1 0 0 25 
1 0 0 0 15 
1 0 0 0 6 
1 -1 0 0 -4 
1 -1 0 0 -13 
1 -1 0 0 -22 
1 -1 0 0 -28 
1 -1 0 0 -33 
1 -1 0 0 -35 
1 -1 0 0 -35 
1 -1 0 0 -34 
1 -2 0 0 -30 
1 -1 0 0 -26 
0 -1 0 0 -21 
0 -1 0 0 -16 
0 0 0 0 -10 
0 0 0 0 -6 
0 0 0 0 -2 
